country,country_name,category,genre_id,rank,app_id,app_name,developer,url,price,averageUserRating,userRatingCount,primaryGenreName,description,launch_date,update_date
gb,United Kingdom,Kids,36,1,6737119425,GOV.UK One Login,Government Digital Service,https://apps.apple.com/gb/app/gov-uk-one-login/id6737119425?uo=4,0.0,4.22837,45795,Utilities,"You can use the GOV.UK One Login app to prove your identity to access some government services. It works by matching your face to your photo ID.

You can also use this app to save a digital version of your HM Armed Forces Veteran Card to your phone. 

In future you'll be able to save other digital documents, such as your driving licence. This is not available yet.

Before you start

You need to get this app if you’re:
• using a service on the GOV.UK website that asks you to prove your identity with GOV.UK One Login
• saving your digital Veteran Card to your phone

You’ll be guided to this app when it is time to use it.

What you need

You can use any of the following types of photo ID to prove your identity:
• UK passport
• non-UK passport with a biometric chip
• UK photocard driving licence
• UK biometric residence permit (BRP)
• UK biometric residence card (BRC)
• UK Frontier Worker permit (FWP)

You can use an expired BRP, BRC or FWP up to 18 months after its expiry date.

You need to have your original photo ID with you. You cannot use a photocopy or digital copy.

You will also need:
• a well-lit area where you can take a good quality photograph
• an iPhone 8 or newer
• iOS 16.7 or higher

How it works

You'll need to sign in to the app with your GOV.UK  One Login details. This links the app to the GOV.UK website so you can continue proving your identity.

If your photo ID is a passport, BRP, BRC or FWP you will:
• take a photo of your photo ID
• scan the biometric chip in your photo ID using your phone
• scan your face using your phone

If your photo ID is a driving licence you will:
• take a photo of your driving licence
• scan your face using your phone

What happens next

Once your information has been submitted in the app, you'll need to go back to the GOV.UK website, so you can finish proving your identity and access the service you were trying to use.
 
Privacy and security

The personal information you provide to prove your identity will not be saved either on the app or on your phone. We collect your data securely and delete it when it is no longer needed.
Digital documents you add to the app will be saved on your phone so you can access them whenever you need.",2025-06-09T07:00:00Z,2025-11-11T08:15:37Z
gb,United Kingdom,Kids,36,2,6448311069,ChatGPT,"OpenAI, L.L.C.",https://apps.apple.com/gb/app/chatgpt/id6448311069?uo=4,0.0,4.84073,556537,Productivity,"Introducing ChatGPT for iOS: OpenAI’s latest advancements at your fingertips.

This official app is free, syncs your history across devices, and brings you the latest from OpenAI, including the new image generator.

With ChatGPT in your pocket, you’ll find:

· Image generation–Generate original images from a description, or transform existing ones with a few simple words. 
· Advanced Voice Mode–Tap the soundwave icon to have a real-time convo on the go. Settle a dinner table debate, or practice a new language. 
· Photo upload—Snap or upload a picture to transcribe a handwritten recipe or get info about a landmark. 
· Creative inspiration—Find custom birthday gift ideas or create a personalized greeting card.
· Tailored advice—Talk through a tough situation, ask for a detailed travel itinerary, or get help crafting the perfect response. 
· Personalized learning—Explain electricity to a dinosaur-loving kid or easily brush up yourself on a historic event.
· Professional input—Brainstorm marketing copy or map out a business plan.
· Instant answers—Get recipe suggestions when you only have a few ingredients.

Join hundreds of millions of users and try the app captivating the world. Download ChatGPT today.

Terms of service & privacy policy:
https://openai.com/policies/terms-of-use
https://openai.com/policies/privacy-policy",2023-05-24T07:00:00Z,2025-11-18T16:54:49Z
gb,United Kingdom,Kids,36,3,1050630221,I'm A Celebrity...,ITV PLC,https://apps.apple.com/gb/app/im-a-celebrity/id1050630221?uo=4,0.0,4.00183,6562,Entertainment,"I’m A Celebrity… Get Me Out Of Here! is back, and so is the official App! 

As this year’s brave Celebrities tackle the Trials of the Australian Jungle, you get to shape their journey from the comfort of your sofa! 

Use the free in-app voting to choose who should face the next Bushtucker Trial, and who deserves to be crowned this year’s King or Queen of the Jungle. 

Get all the latest Jungle gossip, and take part in nightly quizzes, polls and games during each night’s show. Plus, see if you can predict how the Campmates will handle the Trials and Challenges ahead. 

Ready to join the fun? Download the app and watch I’m A Celebrity… Get Me Out Of Here! on ITV1, STV and ITVX this winter. 

To deliver the I'm A Celebrity... Get Me Out Of Here! app, we process certain personal data; for details, please see our Privacy Notice at www.itv.com/privacy. The Terms and Conditions (https://www.itv.com/terms/articles/itv-services) also apply to your use of the app.",2015-11-09T14:59:18Z,2025-11-13T09:13:45Z
gb,United Kingdom,Kids,36,4,6477489729,Google Gemini,Google LLC,https://apps.apple.com/gb/app/google-gemini/id6477489729?uo=4,0.0,4.68836,84127,Productivity,"Google Gemini app is your personal, proactive and powerful AI assistant.

With Gemini on your iPhone or iPad, you can:

– Go Live with Gemini to brainstorm ideas, simplify complex topics and rehearse for important moments. Share your camera or screen in Gemini Live conversations to talk with Gemini about anything that you see. Just click on the Gemini Live button in your Gemini app
– Bring your ideas to life with Canvas. From prompt to prototype, create apps, games, web pages, infographics, Audio Overviews and more
– Connect with your favourite Google apps, like Search, YouTube, Google Maps, Gmail and more
– Study smarter and explore any topic with quiz and flashcard creation, interactive visuals and real-world examples
– Turn any file into a podcast that you can listen to any time, anywhere
– Create and edit stunning images from just a few words
– Plan trips better and faster
– Get summaries, deep dives and source links, all in one place
– Brainstorm new ideas or improve existing ones

Try Nano Banana: State-of-the-art image generation and editing built on Gemini 2.5 Flash


Level up your Gemini app experience by upgrading to the Plus plan – unlock new and powerful features to boost your creativity and productivity:
– Get more access to our most powerful models, like 2.5 Pro
– Generate and dive into detailed reports on any topic with Deep Research powered by 2.5 Pro
– Turn words into high-quality, eight-second video clips with video generation with Veo 3.1 Fast and more.

Google AI Plus includes additional benefits. Gemini app, as part of Google AI Plus, will be available to qualifying Google Workspace business and education plans. Learn more: https://gemini.google/subscriptions/

Get even more out of your Gemini app experience by upgrading to the Pro plan, which helps you tackle complex tasks and projects. Enjoy an industry-leading 1M token context window (enabling Gemini to process up to 1,500 pages of text or 30k lines of code), and higher access to our most capable model 2.5 Pro, Deep Research on 2.5 Pro and video generation with Veo 3.1 Fast.

Gemini in Google AI Pro includes additional benefits as part of a Google AI Pro subscription. The Gemini app, as part of Google AI Pro, will continue to be available to qualifying Google Workspace business and education plans. Learn more: https://gemini.google/subscriptions/

Get the best of Gemini app by upgrading to the Ultra plan – unlock the highest level of access to the best of Google AI and exclusive features. Get the highest access to Google's most powerful model, like 2.5 Pro, features like video generation with Veo 3.1, Deep Research on 2.5 Pro and unlock Gemini 2.5 Deep Think. You'll also get early access to try our newest AI innovations as they become available, including Agent Mode.

Gemini in Google AI Ultra includes additional benefits as part of a Google AI Ultra subscription. Google AI Ultra for Business is available as an add-on to Google Workspace customers. Learn more: https://support.google.com/a/answer/16345165

The Google Gemini mobile app is available in selected languages and countries. Learn more:
g.co/gemini/iosrequirements

Gemini Live feature availability varies based on language. Learn more:
g.co/gemini/ioslanguages

While Gemini can help you with many tasks like checking the weather, giving directions, and finding and summarising information across the web and apps, Gemini does not yet support device actions like setting an alarm, sending a text message and others on iOS.

Review the Gemini Apps Privacy Notice:
g.co/gemini/privacynotice",2024-11-13T08:00:00Z,2025-11-20T01:10:16Z
gb,United Kingdom,Kids,36,5,6670324846,Grok­,X.AI Corporation,https://apps.apple.com/gb/app/grok/id6670324846?uo=4,0.0,4.88872,63111,Productivity,"Grok is an AI-powered assistant, developed by xAI, designed to be maximally truthful, useful, and curious. Get answers to any question, generate striking images and videos, and let Grok search the web and X for you to gain a deeper understanding of the world. With Grok, the universe is in your hands!

AI assistant
- Ask anything and get fast replies, have Grok do deep research on the web for you, or solve the hardest problems in math, science, and coding with Grok 4.
- Upload documents and photos, or paste links in the chat to have Grok analyze or help you understand the content.

Grok Imagine
- Imagine is a new, super fast, groundbreaking AI image and video generation experience. 
- Generate 6-second videos with sound from text prompts, and turn static photos into videos.
- Generate AI images using only your voice.

Grok Voice Mode
- Talk to Grok using your voice and get natural sounding replies as if you’re having a conversation with a human.
- Live Camera: If you want Grok to see what you see, you can use Voice Mode with Live Camera to share your view in real-time.
- Personalize your AI Assistant and choose between different personalities, like Assistant, Romantic, Storyteller, and more.

Grok AI Companions
- Have a chat with Ani, Rudi, or Valentine, our animated AI characters, each bursting with personality,
- Rudi is a cheeky red panda with a sense of humor that you can banter with.
- Valentine is a romantic male with poetic charm, perfect for deep and soulful conversations. 
- Ani is a charmer who blushes and sends hearts as your bond grows.

Real-time info from X
- With access to X (previously Twitter) and web data, Grok is the AI assistant with the most up-to-date information, keeping you informed about the latest news and trends in the world, for any given topic.
- You can also ask Grok to do advanced searches for you on X, letting you dive even deeper into what’s happening and what people are saying.

Create and edit images
- Generate striking images from simple text prompts, or upload images and ask Grok to edit them.
- Remove objects, change the scenery, or apply any art style, like Ghibli or Anime.

With Grok as your copilot and personal AI assistant, navigating the vast expanse of knowledge becomes exciting! Tap into X’s live trends, fire off bold questions, have fun conversations with AI Companions, or use the new AI image and video generation tool Imagine to explore your boundless creativity.


Terms of Service: https://x.ai/legal/terms-of-service
Privacy Policy: https://x.ai/legal/privacy-policy

Grok by xAI",2025-02-19T08:00:00Z,2025-11-20T00:45:18Z
gb,United Kingdom,Kids,36,6,1223471316,Shop: All your favorite brands,Shopify Inc.,https://apps.apple.com/gb/app/shop-all-your-favorite-brands/id1223471316?uo=4,0.0,4.7441,625758,Shopping,"Shop brands you love:

- Shop big brands and local stores, and follow your faves
- Get notified about special offers, price drops, restocks, and new product drops
- Save items for later and organize things into collections (like “camping gear” or “ideas for dad”)
- Just so you know: brands don’t pay extra to sell on Shop, which means each time you buy, you’re helping out the business

Check out with one tap:

- Your payment info, shipping address, and shopping preferences all live in your secure Shop Pay wallet
- Just tap to check out (no more getting up to go find your card)
- Every shopping cart from every store is saved on Shop, so it’s all there when you’re ready to check out
- Just so you know: your info is safe with Shop, which meets strict PCI compliance standards

Track all your orders:

- See every order from every store you buy from
- Map exactly where each package is now
- Shop can even scan your email for new order info and collect it for you in the app (no more searching your inbox for updates) 

- - -

Have a question or just want to say hello? Contact us by visiting help.shop.app

Shop secure and worry free: Our servers meet strict PCI compliance standards for vaulting credit card info.

Powered by Shopify: Shop was created by the commerce platform trusted by millions of businesses worldwide.",2018-09-23T16:04:30Z,2025-11-17T13:51:42Z
gb,United Kingdom,Kids,36,7,6446901002,Threads,"Instagram, Inc.",https://apps.apple.com/gb/app/threads/id6446901002?uo=4,0.0,4.54113,103643,Social Networking,"Say more with Threads — Instagram’s text-based conversation app.

Threads is where communities come together to discuss everything from the topics you care about today to what’ll be trending tomorrow. Whatever it is you’re interested in, you can follow and connect directly with your favorite creators and others who love the same things — or build a loyal following of your own to share your ideas, opinions and creativity with the world!

A few things you can do on Threads…

■ Access your Instagram followers
Your Instagram username and verification badge are reserved for you. Automatically follow the same accounts you follow on Instagram in a few taps, and discover new accounts too.

■ Share your point of view
Spin up a new thread to express what's on your mind. This is your space to be yourself, and you control who can reply.

■ Connect with friends and your favorite creators
Jump to the replies to get in on the action and react to commentary, humor and insight from the creators you know and love. Find your community and connect with people who care about whatever it is you’re interested in.

■ Control the conversation
Customize your settings and use controls to manage who can see your content, reply to your threads, or mention you. Accounts you’ve blocked will carry over from Instagram, and we’re enforcing the same Community Guidelines to help ensure everyone interacts safely and authentically. 

■ Find ideas and inspiration
From TV recommendations to career advice, get answers to your questions or learn something new from crowd-sourced conversations, thought leaders and industry experts.

■ Never miss a moment
Stay on top of the latest trends and live events. Whether it’s about new music, movie premieres, sports, games, TV shows, fashion, or the latest product releases, find discussions and receive notifications any time your favorite profiles start a new thread.

■ Leap into the fediverse
Threads is part of the fediverse, a global, open, social network of independent servers operated by third parties around the world. Servers share information with each other to enable people to connect and discover new things across the fediverse.


Meta Terms: https://www.facebook.com/terms.php
Meta Privacy Policy: https://privacycenter.instagram.com/policy
Threads Supplemental Privacy Policy: https://help.instagram.com/515230437301944
Threads Supplemental Terms: https://help.instagram.com/769983657850450
Instagram Community Guidelines: https://help.instagram.com/477434105621119
Consumer Health Privacy Policy: https://privacycenter.instagram.com/policies/health

Learn how we're working to help keep our communities safe across Meta technologies at the Meta Safety Center: https://about.meta.com/actions/safety",2023-07-05T07:00:00Z,2025-11-19T23:58:42Z
gb,United Kingdom,Kids,36,8,6451431247,Dola: Formerly Cici,SPRING SG PTE. LTD.,https://apps.apple.com/gb/app/dola-formerly-cici/id6451431247?uo=4,0.0,4.31928,1068,Productivity,"Meet Dola (formerly Cici): your all-in-one AI assistant for writing, thinking, and creating. 

Dola helps you work, study, and create — all in one app. Whether you need to draft a report, generate stunning visuals, plan a weekend trip, or just have a friendly chat, Dola is here to help — anytime, anywhere. 

- Built to support your day 
Dola helps you summarize meetings and articles in seconds, learn new languages, plan meals, find recipes, and stay organized, all through a clean, intuitive interface available across devices. 

- Talk or type, anytime 
Dola supports fast voice input, making it easy to interact however you prefer. 

- Create various art styles fast 
Dola can turn your ideas or photos into stunning AI art in seconds. You can explore diverse styles, from cyberpunk to anime, and customize every detail. Need to edit or restyle photos? Just tell Dola your requirements, no design skills needed.

- Think deeper, learn faster 
Stuck on a tricky problem or tough subject? Dola can break down complex concepts, solve math questions, and summarize files or webpages in seconds.

- Write with ease 
Dola can help you write emails, social posts, essays, resumes, and more — quickly and clearly. Whether you're stuck on wording or starting from scratch, just send a prompt and let Dola handle the rest.

Whether you're working, studying, or just exploring, Dola makes it fast, smart, and fun.

Note: 
If you subscribe via Apple, payment will be charged to App Store Account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period. Account will be charged for renewal within 24 hours prior to the end of the current period at the rate of the selected plan. Subscriptions and auto-renewal may be managed by going to Account Settings after purchase.

Terms of Service —
https://www.dola.com/legal/terms/en

Privacy Policy —
https://www.dola.com/legal/privacy/en",2024-08-15T07:00:00Z,2025-11-17T06:28:04Z
gb,United Kingdom,Kids,36,9,932002377,drawnames | Secret Santa app,Meetrix Online B.V.,https://apps.apple.com/gb/app/drawnames-secret-santa-app/id932002377?uo=4,0.0,4.82972,24760,Lifestyle,"Simplify gift exchanges and manage wish lists with the drawnames Secret Santa app

Planning a Secret Santa gift exchange? Whether it's for Christmas, Hanukkah, Diwali, Kwanzaa, or any other occasion. drawnames makes organising fun and easy. No account needed—just download the app, create your group, and let us handle the rest. From setting exclusions to creating and sharing wish lists and discovering the perfect gift, drawnames makes gift exchanges stress-free.

Key features:
Simple Secret Santa generator
Set up your gift exchange in 3 easy steps: create a group, set exclusions, and draw names. It’s quick, simple, and perfect for any size of group.

No account required
Start organising without having to sign in. Just download the app and go! Enjoy the full functionality immediately—no account, no hassle.

Set exclusions
Avoid unwanted pairings by setting exclusions—ensure certain people don’t draw each other. Perfect for friends, family, and co-workers.

Personal wish lists
Make gift-giving easier by letting participants create and share personalised wish lists or gift lists.

Share using your favorite apps
Invite friends and family to your Secret Santa through most messaging apps, text, or email. Whatever works best for your group, we’ve got you covered.

Cross-device compatibility
No matter what device your group members use—any mobile phone, tablet or computer with a web browser—everyone can join the fun. You can even invite people who prefer not to download the app.

Gift inspiration & suggestions
Browse thousands of gift ideas directly in the app. Discover trending and popular gifts among our millions of users, and add them to your wish list. Whether it’s for the holiday season, a birthday, or a baby shower, we’ve got perfect gift suggestions for any occasion.

Manage multiple gift exchanges
Keep track of all your gift exchanges in one app. Organise events for different groups—friends, family, or work—straight from your device. Sign in to access your groups from any device.

Flexible for any occasion
drawnames is perfect for Christmas, but did you know it's also great for creating wish lists and organising gift exchanges all year round? Whether you’re organising for Eid, Diwali, Hanukkah, or even a birthday or Valentine’s Day celebration, we make sure your event goes smoothly and is stress-free.

Here's how it works:

– Set the budget and gift exchange date
– Add participants and exclusions
– Invite people to join your group using email, Messenger or WhatsApp. If necessary, set exclusions to avoid unwanted pairings.
– Draw names
– Once names are drawn, participants can start creating wish lists and choosing gifts for the others in the group.""

Why choose drawnames?
Avoid the hassle of drawing names manually or keeping track of everything on paper. drawnames helps you take care of everything, from organising exclusions to offering gift suggestions and creating wish lists. Plus, with no ads and no account required, you can get started straight away!

Perfect for any type of gift exchange, whether during the festive season or for any other occasion. Organise quickly and efficiently, and make sure everyone has a great experience.

More than just for Christmas
In addition to festive season gift exchanges, the app is ideal for other events like baby showers, weddings, birthdays, and more. Let your group create wish lists, find gifts, and make the celebration extra special with thoughtful presents everyone will love.

Download the drawnames app today and start planning your gift exchange in just a few clicks!

Support: If you need help, contact us at help@drawnames.co.uk, and our team will be happy to assist you.

drawnames can be used free of charge. We may receive compensation for affiliate links from our partners.",2021-10-04T07:00:00Z,2025-11-08T18:21:58Z
gb,United Kingdom,Kids,36,10,1641486558,Temu: Shop Like a Billionaire,Whaleco Inc.,https://apps.apple.com/gb/app/temu-shop-like-a-billionaire/id1641486558?uo=4,0.0,4.71223,347384,Shopping,"Shop on Temu for exclusive offers. 

No matter what you're looking for, Temu has you covered, including fashion, home decor, handmade crafts, beauty & cosmetics, clothing, shoes, and more.

Download Temu today and enjoy incredible deals daily.

WIDE SELECTION
Discover thousands of new products and shops.

CONVENIENCE
Fast and secure checkout.
Free shipping & returns within 90 days.
*Other conditions may apply

Visit temu.com or follow us on:
Instagram: https://www.instagram.com/temu/
TikTok: https://www.tiktok.com/@temu 
Facebook: https://www.facebook.com/shoptemu
Youtube: https://www.youtube.com/@temu",2022-08-31T07:00:00Z,2025-11-18T05:26:43Z
